Source,Target,Type,Weight
17,51,undirected,102
17,117,undirected,3
17,131,undirected,3
17,137,undirected,14
17,103,undirected,2
17,87,undirected,4
17,23,undirected,1
17,74,undirected,1
17,20,undirected,7
17,55,undirected,1
17,79,undirected,1
17,108,undirected,68
17,9,undirected,19
17,47,undirected,12
17,16,undirected,1
17,138,undirected,13
17,75,undirected,10
17,146,undirected,2
17,151,undirected,1
17,25,undirected,5
17,15,undirected,10
17,88,undirected,1
17,57,undirected,1
155,138,undirected,1
155,20,undirected,31
155,158,undirected,11
155,51,undirected,11
155,87,undirected,37
155,161,undirected,1
155,9,undirected,1
155,44,undirected,16
155,92,undirected,1
155,103,undirected,1
155,62,undirected,1
4,173,undirected,4
4,47,undirected,1
4,109,undirected,1
4,158,undirected,5
4,9,undirected,4
109,53,undirected,1
109,9,undirected,3
109,4,undirected,1
109,73,undirected,3
109,150,undirected,1
109,37,undirected,1
109,137,undirected,12
123,4,undirected,1
131,123,undirected,1
131,126,undirected,16
131,149,undirected,3
131,124,undirected,3
131,135,undirected,1
131,13,undirected,1
131,17,undirected,3
131,51,undirected,9
131,83,undirected,1
131,19,undirected,3
131,15,undirected,1
131,166,undirected,8
131,117,undirected,42
131,151,undirected,4
131,20,undirected,1
131,9,undirected,1
131,138,undirected,3
131,75,undirected,8
131,53,undirected,1
149,126,undirected,75
149,131,undirected,4
149,19,undirected,11
149,111,undirected,1
149,83,undirected,2
149,107,undirected,1
149,124,undirected,1
149,15,undirected,2
149,58,undirected,1
149,22,undirected,1
66,23,undirected,5
66,58,undirected,1
66,149,undirected,1
150,47,undirected,1
150,169,undirected,1
150,158,undirected,6
150,20,undirected,1
150,102,undirected,2
154,150,undirected,2
154,37,undirected,1
169,23,undirected,22
169,110,undirected,1
169,54,undirected,1
169,137,undirected,1
169,113,undirected,1
169,171,undirected,1
169,29,undirected,3
24,170,undirected,1
24,151,undirected,13
24,82,undirected,1
32,136,undirected,11
32,57,undirected,2
32,40,undirected,10
32,119,undirected,3
32,54,undirected,1
110,23,undirected,6
110,169,undirected,1
113,169,undirected,1
113,58,undirected,6
113,51,undirected,1
46,16,undirected,16
46,107,undirected,4
46,56,undirected,6
46,90,undirected,12
46,136,undirected,1
46,93,undirected,1
46,119,undirected,1
46,18,undirected,1
46,153,undirected,1
111,107,undirected,1
111,54,undirected,5
111,57,undirected,18
111,171,undirected,7
111,76,undirected,1
171,57,undirected,89
171,111,undirected,8
171,131,undirected,1
171,107,undirected,1
171,23,undirected,3
171,170,undirected,1
171,76,undirected,6
171,54,undirected,1
171,156,undirected,10
171,86,undirected,1
171,106,undirected,6
171,93,undirected,1
171,75,undirected,1
171,56,undirected,1
171,147,undirected,7
171,136,undirected,2
43,171,undirected,1
43,55,undirected,1
43,161,undirected,1
43,16,undirected,1
43,51,undirected,1
43,90,undirected,1
43,105,undirected,4
43,69,undirected,2
43,83,undirected,2
43,20,undirected,2
76,171,undirected,6
76,114,undirected,1
76,57,undirected,4
76,111,undirected,1
76,156,undirected,5
114,47,undirected,1
114,57,undirected,3
156,171,undirected,14
156,76,undirected,6
156,57,undirected,52
156,86,undirected,5
156,13,undirected,2
156,106,undirected,9
156,56,undirected,1
156,126,undirected,1
156,51,undirected,1
156,147,undirected,2
156,52,undirected,1
156,80,undirected,1
156,136,undirected,1
156,72,undirected,1
156,61,undirected,3
156,2,undirected,1
156,27,undirected,1
156,25,undirected,14
156,138,undirected,1
156,87,undirected,1
156,117,undirected,2
156,78,undirected,1
156,17,undirected,1
156,75,undirected,1
156,152,undirected,1
156,58,undirected,1
156,37,undirected,2
156,9,undirected,1
156,137,undirected,13
86,156,undirected,5
86,57,undirected,39
86,19,undirected,1
86,171,undirected,1
86,106,undirected,3
86,149,undirected,1
86,146,undirected,4
86,25,undirected,1
86,23,undirected,1
83,126,undirected,2
83,149,undirected,1
83,51,undirected,23
83,17,undirected,1
83,107,undirected,1
83,144,undirected,1
83,20,undirected,35
83,39,undirected,6
83,43,undirected,3
83,53,undirected,1
83,140,undirected,1
83,162,undirected,1
83,8,undirected,3
83,161,undirected,1
83,155,undirected,1
83,118,undirected,1
83,23,undirected,1
96,20,undirected,3
96,23,undirected,52
96,67,undirected,17
96,58,undirected,1
96,13,undirected,1
96,161,undirected,27
96,22,undirected,3
96,11,undirected,1
96,42,undirected,35
96,45,undirected,1
96,57,undirected,7
96,162,undirected,2
96,121,undirected,1
96,83,undirected,1
96,25,undirected,5
96,93,undirected,1
96,17,undirected,1
67,96,undirected,16
67,23,undirected,8
67,58,undirected,1
56,16,undirected,34
56,107,undirected,9
56,38,undirected,2
56,46,undirected,6
56,125,undirected,1
56,90,undirected,9
56,106,undirected,1
56,156,undirected,1
56,136,undirected,4
56,60,undirected,6
103,87,undirected,34
103,138,undirected,9
103,20,undirected,27
103,158,undirected,20
103,162,undirected,16
103,75,undirected,8
103,108,undirected,1
103,161,undirected,13
103,131,undirected,1
103,146,undirected,1
103,80,undirected,1
103,17,undirected,2
103,102,undirected,1
103,18,undirected,1
103,74,undirected,2
103,22,undirected,1
103,44,undirected,2
103,62,undirected,1
103,155,undirected,1
103,57,undirected,1
103,34,undirected,3
103,101,undirected,2
103,100,undirected,1
103,23,undirected,3
103,42,undirected,1
103,51,undirected,13
106,86,undirected,3
106,171,undirected,8
106,57,undirected,8
106,156,undirected,8
106,103,undirected,1
106,107,undirected,2
90,56,undirected,9
90,107,undirected,12
90,16,undirected,29
90,125,undirected,2
90,134,undirected,1
90,161,undirected,1
90,136,undirected,2
90,38,undirected,2
90,46,undirected,9
90,119,undirected,3
90,156,undirected,1
90,153,undirected,2
90,27,undirected,1
90,70,undirected,2
90,124,undirected,1
90,20,undirected,1
90,12,undirected,3
90,9,undirected,1
152,9,undirected,27
152,5,undirected,7
152,47,undirected,1
152,37,undirected,7
152,137,undirected,25
152,23,undirected,1
152,13,undirected,9
152,93,undirected,6
152,58,undirected,2
152,156,undirected,1
5,152,undirected,5
5,9,undirected,10
5,137,undirected,6
5,93,undirected,2
5,37,undirected,1
5,13,undirected,2
117,151,undirected,64
117,38,undirected,1
117,156,undirected,3
117,98,undirected,10
117,131,undirected,42
117,9,undirected,2
117,51,undirected,1
117,170,undirected,3
117,42,undirected,1
117,23,undirected,1
117,83,undirected,1
117,75,undirected,2
117,17,undirected,1
117,138,undirected,21
117,2,undirected,1
117,146,undirected,1
117,27,undirected,1
117,84,undirected,4
117,165,undirected,6
117,107,undirected,9
117,57,undirected,2
117,25,undirected,2
33,51,undirected,13
33,15,undirected,5
33,126,undirected,15
33,19,undirected,2
33,14,undirected,3
33,77,undirected,1
33,134,undirected,1
15,33,undirected,7
15,126,undirected,3
15,19,undirected,8
15,14,undirected,2
15,106,undirected,1
15,77,undirected,1
15,131,undirected,2
15,25,undirected,1
15,51,undirected,9
15,17,undirected,9
139,9,undirected,1
139,146,undirected,18
139,93,undirected,15
139,23,undirected,1
139,145,undirected,7
139,136,undirected,1
139,155,undirected,1
139,25,undirected,1
145,139,undirected,5
145,146,undirected,19
145,51,undirected,1
145,25,undirected,36
145,93,undirected,10
145,62,undirected,1
145,38,undirected,6
145,136,undirected,1
145,34,undirected,1
42,23,undirected,9
42,22,undirected,6
42,96,undirected,35
42,97,undirected,1
42,11,undirected,1
42,58,undirected,1
42,161,undirected,24
42,162,undirected,5
42,75,undirected,1
42,121,undirected,1
42,103,undirected,1
105,74,undirected,9
105,75,undirected,1
105,34,undirected,5
105,102,undirected,8
105,20,undirected,2
105,87,undirected,2
105,52,undirected,1
105,43,undirected,4
105,44,undirected,1
14,126,undirected,4
14,33,undirected,1
14,77,undirected,4
14,166,undirected,4
14,51,undirected,2
14,18,undirected,1
14,15,undirected,1
77,14,undirected,3
77,33,undirected,1
77,15,undirected,1
77,149,undirected,1
77,166,undirected,2
77,18,undirected,1
77,51,undirected,2
121,23,undirected,7
121,161,undirected,4
121,96,undirected,1
98,51,undirected,1
98,163,undirected,10
98,151,undirected,1
98,117,undirected,11
98,170,undirected,2
98,138,undirected,14
163,98,undirected,6
163,151,undirected,4
22,11,undirected,6
22,23,undirected,72
22,146,undirected,1
22,96,undirected,3
22,58,undirected,28
22,57,undirected,1
22,42,undirected,8
22,93,undirected,1
22,161,undirected,11
22,34,undirected,1
22,45,undirected,4
22,12,undirected,1
22,162,undirected,1
134,58,undirected,1
134,33,undirected,1
102,18,undirected,4
102,34,undirected,12
102,105,undirected,10
102,161,undirected,25
102,20,undirected,18
102,158,undirected,24
102,136,undirected,1
102,137,undirected,1
102,23,undirected,1
102,162,undirected,12
102,39,undirected,1
102,144,undirected,2
102,150,undirected,1
34,102,undirected,12
34,105,undirected,3
34,20,undirected,1
34,158,undirected,1
34,39,undirected,1
34,7,undirected,1
34,28,undirected,13
34,160,undirected,2
34,101,undirected,3
34,18,undirected,1
34,157,undirected,1
34,51,undirected,5
34,103,undirected,4
34,161,undirected,2
34,170,undirected,7
34,151,undirected,1
147,156,undirected,3
147,171,undirected,7
147,104,undirected,2
153,16,undirected,24
153,20,undirected,1
153,90,undirected,1
153,70,undirected,1
104,161,undirected,1
104,147,undirected,1
104,57,undirected,7
104,25,undirected,3
104,136,undirected,11
27,57,undirected,12
27,40,undirected,2
27,56,undirected,1
27,25,undirected,6
27,2,undirected,2
27,156,undirected,2
27,117,undirected,2
97,23,undirected,9
97,11,undirected,2
97,22,undirected,1
97,45,undirected,2
60,57,undirected,1
60,16,undirected,2
60,56,undirected,5
159,25,undirected,8
159,146,undirected,7
159,20,undirected,16
159,26,undirected,1
45,23,undirected,32
45,22,undirected,5
45,97,undirected,3
45,11,undirected,1
45,96,undirected,2
45,161,undirected,3
45,58,undirected,1
116,117,undirected,1
116,151,undirected,8
6,75,undirected,9
6,138,undirected,3
91,9,undirected,1
91,20,undirected,6
172,146,undirected,1
172,75,undirected,5
172,129,undirected,1
172,57,undirected,2
172,138,undirected,4
172,128,undirected,1
157,51,undirected,5
157,75,undirected,1
157,99,undirected,4
157,28,undirected,1
157,34,undirected,1
157,100,undirected,1
7,157,undirected,1
7,28,undirected,2
7,101,undirected,2
7,20,undirected,1
7,18,undirected,1
28,34,undirected,12
28,99,undirected,1
28,7,undirected,1
28,51,undirected,8
28,53,undirected,1
28,9,undirected,1
28,44,undirected,1
44,20,undirected,18
44,103,undirected,1
44,142,undirected,1
44,87,undirected,20
44,51,undirected,12
44,155,undirected,14
44,62,undirected,1
44,23,undirected,1
44,120,undirected,1
44,39,undirected,1
44,74,undirected,4
44,69,undirected,1
160,51,undirected,1
160,34,undirected,1
160,18,undirected,16
160,100,undirected,4
160,7,undirected,1
160,101,undirected,2
160,20,undirected,1
101,34,undirected,3
101,100,undirected,2
101,18,undirected,2
101,99,undirected,1
101,7,undirected,1
101,160,undirected,3
101,157,undirected,1
101,103,undirected,2
101,9,undirected,1
100,34,undirected,1
100,157,undirected,2
100,160,undirected,4
100,101,undirected,3
100,103,undirected,1
85,58,undirected,3
85,161,undirected,6
85,136,undirected,1
140,23,undirected,2
140,20,undirected,4
140,58,undirected,1
61,57,undirected,8
61,72,undirected,3
61,156,undirected,2
72,61,undirected,3
72,57,undirected,5
72,156,undirected,2
84,117,undirected,3
84,131,undirected,1
142,20,undirected,4
142,87,undirected,3
64,58,undirected,1
64,23,undirected,10
64,153,undirected,1
64,138,undirected,1
165,117,undirected,6
35,10,undirected,5
35,151,undirected,4
35,170,undirected,5
35,1,undirected,2
35,20,undirected,9
35,51,undirected,6
35,161,undirected,3
35,23,undirected,1
35,57,undirected,1
1,35,undirected,3
1,170,undirected,2
1,70,undirected,1
8,16,undirected,1
8,31,undirected,3
8,83,undirected,3
50,53,undirected,1
50,68,undirected,6
68,50,undirected,6
68,136,undirected,1
68,9,undirected,21
70,16,undirected,2
70,46,undirected,1
70,90,undirected,2
65,161,undirected,6
65,162,undirected,1
92,38,undirected,2
92,136,undirected,6
92,118,undirected,4
26,136,undirected,4
26,38,undirected,1
26,118,undirected,4
26,51,undirected,6
26,18,undirected,1
26,161,undirected,1
118,92,undirected,3
118,136,undirected,3
118,38,undirected,3
118,20,undirected,1
118,51,undirected,9
118,18,undirected,2
118,151,undirected,1
118,23,undirected,2
118,161,undirected,2
118,26,undirected,1
120,23,undirected,1
120,137,undirected,16
120,25,undirected,1
120,71,undirected,4
78,57,undirected,8
78,138,undirected,2
78,25,undirected,5
78,16,undirected,2
78,31,undirected,6
78,128,undirected,2
78,136,undirected,1
128,15,undirected,1
128,57,undirected,9
128,138,undirected,1
128,78,undirected,1
128,172,undirected,1
71,120,undirected,5
71,137,undirected,1
88,35,undirected,1
88,136,undirected,31
88,58,undirected,5
88,96,undirected,1
88,16,undirected,2
